[-t, /Users/jiangjunhao/Desktop/MLC-master/code/temp/BayesianClassifierChain_ESKDB/tmc2007/train.arff, -T, /Users/jiangjunhao/Desktop/MLC-master/code/temp/BayesianClassifierChain_ESKDB/tmc2007/test.arff, -K, 2, -S, SKDB_R, -I, 10, -L, 2, -E, 2]
Dataset : train
data size 	14305
Attribute size 	1503
class size 	2

Started learning
The 0th SKDB classifier has been built and smoothed
The 1th SKDB classifier has been built and smoothed

Started testing
testID:	Prob(0)	Prob(1)	Prediction	TrueClass
test example 1984:	 0.993	 0.007	0	0
test example 1985:	 0.522	 0.478	0	1
test example 1986:	 0.992	 0.008	0	0
test example 1987:	 0.668	 0.332	0	0
test example 1988:	 0.993	 0.007	0	0
test example 1989:	 0.989	 0.011	0	0
test example 1990:	 0.609	 0.391	0	0
test example 1991:	 0.994	 0.006	0	0
test example 1992:	 0.716	 0.284	0	1
test example 1993:	 0.984	 0.016	0	0
test example 1994:	 0.935	 0.065	0	1
test example 1995:	 0.992	 0.008	0	0
test example 1996:	 0.999	 0.001	0	0
test example 1997:	 0.108	 0.892	1	0
test example 1998:	 0.994	 0.006	0	0
test example 1999:	 0.283	 0.717	1	0
test example 2000:	 0.47 	 0.53 	1	1
test example 2001:	 0.993	 0.007	0	0
test example 2002:	 0.45 	 0.55 	1	0
test example 2003:	 0.997	 0.003	0	0
test example 2004:	 0.983	 0.017	0	0
test example 2005:	 0.996	 0.004	0	0
test example 2006:	 0.977	 0.023	0	0
test example 2007:	 0.991	 0.009	0	0
test example 2008:	 0.926	 0.074	0	0
test example 2009:	 0.995	 0.005	0	0
test example 2010:	 0.987	 0.013	0	0
test example 2011:	 0.993	 0.007	0	0
test example 2012:	 0.629	 0.371	0	0
test example 2013:	 0.35 	 0.65 	1	0
test example 2014:	 0.993	 0.007	0	0
test example 2015:	 0.987	 0.013	0	0
test example 2016:	 0.587	 0.413	0	1
test example 2017:	 0.995	 0.005	0	0
test example 2018:	 0.994	 0.006	0	0
test example 2019:	 0.993	 0.007	0	0
test example 2020:	 0.452	 0.548	1	1
test example 2021:	 0.992	 0.008	0	0
test example 2022:	 0.999	 0.001	0	0
test example 2023:	 0.997	 0.003	0	0
test example 2024:	 0.993	 0.007	0	0
test example 2025:	 0.035	 0.965	1	1
test example 2026:	 0.415	 0.585	1	1
test example 2027:	 0.941	 0.059	0	0
test example 2028:	 0.992	 0.008	0	0
test example 2029:	 0.455	 0.545	1	0
test example 2030:	 0.99 	 0.01 	0	0
test example 2031:	 0.88 	 0.12 	0	0
test example 2032:	 0.988	 0.012	0	0
test example 2033:	 0.155	 0.845	1	1
test example 2034:	 0.993	 0.007	0	0
test example 2035:	 0.984	 0.016	0	0
test example 2036:	 0.363	 0.637	1	0
test example 2037:	 0.993	 0.007	0	0
test example 2038:	 0.999	 0.001	0	0
test example 2039:	 0.894	 0.106	0	0
test example 2040:	 0.474	 0.526	1	0
test example 2041:	 0.97 	 0.03 	0	0
test example 2042:	 0.99 	 0.01 	0	0
test example 2043:	 0.988	 0.012	0	0
test example 2044:	 0.971	 0.029	0	0
test example 2045:	 0.978	 0.022	0	0
test example 2046:	 0.953	 0.047	0	0
test example 2047:	 0.999	 0.001	0	0
test example 2048:	 0.993	 0.007	0	0
test example 2049:	 1    	 0    	0	0
test example 2050:	 0.957	 0.043	0	0
test example 2051:	 0.963	 0.037	0	0
test example 2052:	 0.997	 0.003	0	0
test example 2053:	 0.984	 0.016	0	0
test example 2054:	 0.946	 0.054	0	0
test example 2055:	 0.991	 0.009	0	0
test example 2056:	 0.966	 0.034	0	0
test example 2057:	 0.932	 0.068	0	0
test example 2058:	 0.994	 0.006	0	0
test example 2059:	 0.978	 0.022	0	0
test example 2060:	 0.998	 0.002	0	0
test example 2061:	 0.97 	 0.03 	0	0
test example 2062:	 0.995	 0.005	0	0
test example 2063:	 0.252	 0.748	1	1
test example 2064:	 0.984	 0.016	0	0
test example 2065:	 0.999	 0.001	0	0
test example 2066:	 0.399	 0.601	1	0
test example 2067:	 0.997	 0.003	0	0
test example 2068:	 0.285	 0.715	1	0
test example 2069:	 0.993	 0.007	0	0
test example 2070:	 0.999	 0.001	0	0
test example 2071:	 0.864	 0.136	0	0
test example 2072:	 1    	 0    	0	0
test example 2073:	 0.494	 0.506	1	0
test example 2074:	 0.986	 0.014	0	0
test example 2075:	 0.514	 0.486	0	1
test example 2076:	 0.893	 0.107	0	0
test example 2077:	 0.97 	 0.03 	0	0
test example 2078:	 0.997	 0.003	0	0
test example 2079:	 0.984	 0.016	0	0
test example 2080:	 0.995	 0.005	0	0
test example 2081:	 0.799	 0.201	0	0
test example 2082:	 0.21 	 0.79 	1	0
test example 2083:	 0.969	 0.031	0	0
test example 2084:	 0.991	 0.009	0	0
test example 2085:	 0.997	 0.003	0	0
test example 2086:	 0.998	 0.002	0	0
test example 2087:	 0.991	 0.009	0	0
test example 2088:	 0.692	 0.308	0	0
test example 2089:	 0.922	 0.078	0	0
test example 2090:	 0.992	 0.008	0	0
test example 2091:	 0.929	 0.071	0	0
test example 2092:	 0.991	 0.009	0	0
test example 2093:	 0.653	 0.347	0	0
test example 2094:	 0.975	 0.025	0	0
test example 2095:	 0.934	 0.066	0	0
test example 2096:	 0.997	 0.003	0	0
test example 2097:	 0.997	 0.003	0	0
test example 2098:	 0.991	 0.009	0	0
test example 2099:	 0.998	 0.002	0	0
test example 2100:	 0.967	 0.033	0	0
test example 2101:	 0.984	 0.016	0	0
test example 2102:	 0.781	 0.219	0	0
test example 2103:	 0.985	 0.015	0	0
test example 2104:	 0.995	 0.005	0	0
test example 2105:	 0.928	 0.072	0	0
test example 2106:	 0.982	 0.018	0	0
test example 2107:	 0.298	 0.702	1	1
test example 2108:	 0.946	 0.054	0	0
test example 2109:	 0.995	 0.005	0	0
test example 2110:	 0.973	 0.027	0	0
test example 2111:	 0.989	 0.011	0	0
test example 2112:	 0.991	 0.009	0	0
test example 2113:	 0.996	 0.004	0	0
test example 2114:	 0.993	 0.007	0	0
test example 2115:	 0.995	 0.005	0	0
test example 2116:	 0.44 	 0.56 	1	0
test example 2117:	 0.985	 0.015	0	0
test example 2118:	 0.987	 0.013	0	0
test example 2119:	 0.839	 0.161	0	0
test example 2120:	 0.989	 0.011	0	0
test example 2121:	 0.997	 0.003	0	0
test example 2122:	 0.999	 0.001	0	0
test example 2123:	 0.983	 0.017	0	0
test example 2124:	 0.995	 0.005	0	0
test example 2125:	 0.99 	 0.01 	0	0
test example 2126:	 0.357	 0.643	1	0
test example 2127:	 0.999	 0.001	0	0
test example 2128:	 0.987	 0.013	0	0
test example 2129:	 0.991	 0.009	0	0
test example 2130:	 0.989	 0.011	0	0
test example 2131:	 0.875	 0.125	0	0
test example 2132:	 0.99 	 0.01 	0	0
test example 2133:	 0.576	 0.424	0	1
test example 2134:	 0.992	 0.008	0	0
test example 2135:	 0.997	 0.003	0	0
test example 2136:	 0.77 	 0.23 	0	0
test example 2137:	 0.955	 0.045	0	0
test example 2138:	 0.99 	 0.01 	0	0
test example 2139:	 0.995	 0.005	0	0
test example 2140:	 0.985	 0.015	0	0
test example 2141:	 0.991	 0.009	0	0
test example 2142:	 0.993	 0.007	0	0
test example 2143:	 0.991	 0.009	0	0
test example 2144:	 0.989	 0.011	0	0
test example 2145:	 0.869	 0.131	0	1
test example 2146:	 0.437	 0.563	1	1
test example 2147:	 0.994	 0.006	0	0
test example 2148:	 0.98 	 0.02 	0	0
test example 2149:	 0.99 	 0.01 	0	0
test example 2150:	 0.982	 0.018	0	0
test example 2151:	 0.994	 0.006	0	0
test example 2152:	 0.991	 0.009	0	0
test example 2153:	 0.997	 0.003	0	0
test example 2154:	 0.984	 0.016	0	0
test example 2155:	 0.993	 0.007	0	0
test example 2156:	 0.99 	 0.01 	0	0
test example 2157:	 0.997	 0.003	0	0
test example 2158:	 0.994	 0.006	0	0
test example 2159:	 0.992	 0.008	0	0
test example 2160:	 0.978	 0.022	0	0
test example 2161:	 0.987	 0.013	0	0
test example 2162:	 0.992	 0.008	0	0
test example 2163:	 0.992	 0.008	0	0
test example 2164:	 0.997	 0.003	0	0
test example 2165:	 0.993	 0.007	0	0
test example 2166:	 0.736	 0.264	0	0
test example 2167:	 0.912	 0.088	0	0
test example 2168:	 0.992	 0.008	0	0
test example 2169:	 0.936	 0.064	0	0
test example 2170:	 0.961	 0.039	0	0
test example 2171:	 0.993	 0.007	0	0
test example 2172:	 0.962	 0.038	0	1
test example 2173:	 0.897	 0.103	0	0
test example 2174:	 0.941	 0.059	0	0
test example 2175:	 0.994	 0.006	0	0
test example 2176:	 0.999	 0.001	0	0
test example 2177:	 1    	 0    	0	0
test example 2178:	 0.998	 0.002	0	0
test example 2179:	 0.694	 0.306	0	1
test example 2180:	 0.994	 0.006	0	0
test example 2181:	 0.993	 0.007	0	0
test example 2182:	 0.781	 0.219	0	0
test example 2183:	 0.998	 0.002	0	0
test example 2184:	 0.997	 0.003	0	0
test example 2185:	 1    	 0    	0	0
test example 2186:	 0.984	 0.016	0	0
test example 2187:	 0.378	 0.622	1	1
test example 2188:	 0.979	 0.021	0	0
test example 2189:	 0.983	 0.017	0	0
test example 2190:	 0.997	 0.003	0	0
test example 2191:	 0.211	 0.789	1	0
test example 2192:	 0.995	 0.005	0	0
test example 2193:	 0.996	 0.004	0	0
test example 2194:	 0.705	 0.295	0	0
test example 2195:	 0.999	 0.001	0	0
test example 2196:	 0.972	 0.028	0	0
test example 2197:	 0.981	 0.019	0	0
test example 2198:	 0.991	 0.009	0	0
test example 2199:	 0.976	 0.024	0	0
test example 2200:	 0.86 	 0.14 	0	0
test example 2201:	 0.99 	 0.01 	0	0
test example 2202:	 0.978	 0.022	0	0
test example 2203:	 0.977	 0.023	0	0
test example 2204:	 0.989	 0.011	0	0
test example 2205:	 0.991	 0.009	0	0
test example 2206:	 0.954	 0.046	0	0
test example 2207:	 0.992	 0.008	0	0
test example 2208:	 0.985	 0.015	0	0
test example 2209:	 0.992	 0.008	0	0
test example 2210:	 0.992	 0.008	0	0
test example 2211:	 0.142	 0.858	1	1
test example 2212:	 0.995	 0.005	0	0
test example 2213:	 0.752	 0.248	0	0
test example 2214:	 0.584	 0.416	0	1
test example 2215:	 0.974	 0.026	0	0
test example 2216:	 0.997	 0.003	0	0
test example 2217:	 0.902	 0.098	0	0
test example 2218:	 0.981	 0.019	0	0
test example 2219:	 0.993	 0.007	0	0
test example 2220:	 1    	 0    	0	0
test example 2221:	 0.235	 0.765	1	1
test example 2222:	 0.781	 0.219	0	1
test example 2223:	 0.898	 0.102	0	0
test example 2224:	 0.989	 0.011	0	0
test example 2225:	 0.994	 0.006	0	0
test example 2226:	 0.992	 0.008	0	0
test example 2227:	 0.99 	 0.01 	0	0
test example 2228:	 0.996	 0.004	0	0
test example 2229:	 0.986	 0.014	0	0
test example 2230:	 0.974	 0.026	0	0
test example 2231:	 0.988	 0.012	0	0
test example 2232:	 0.988	 0.012	0	0
test example 2233:	 0.629	 0.371	0	1
test example 2234:	 0.869	 0.131	0	0
test example 2235:	 0.988	 0.012	0	0
test example 2236:	 0.995	 0.005	0	0
test example 2237:	 0.769	 0.231	0	0
test example 2238:	 0.993	 0.007	0	0
test example 2239:	 0.928	 0.072	0	0
test example 2240:	 0.756	 0.244	0	0
test example 2241:	 0.889	 0.111	0	0
test example 2242:	 0.993	 0.007	0	0
test example 2243:	 0.977	 0.023	0	0
test example 2244:	 0.987	 0.013	0	0
test example 2245:	 0.437	 0.563	1	1
test example 2246:	 0.994	 0.006	0	0
test example 2247:	 0.996	 0.004	0	0
test example 2248:	 0.985	 0.015	0	0
test example 2249:	 0.996	 0.004	0	0
test example 2250:	 0.976	 0.024	0	0
test example 2251:	 0.995	 0.005	0	0
test example 2252:	 0.994	 0.006	0	0
test example 2253:	 0.992	 0.008	0	0
test example 2254:	 0.994	 0.006	0	0
test example 2255:	 0.922	 0.078	0	0
test example 2256:	 0.977	 0.023	0	0
test example 2257:	 0.998	 0.002	0	0
test example 2258:	 0.875	 0.125	0	0
test example 2259:	 0.991	 0.009	0	0
test example 2260:	 0.998	 0.002	0	0
test example 2261:	 1    	 0    	0	0
test example 2262:	 0.133	 0.867	1	0
test example 2263:	 0.999	 0.001	0	0
test example 2264:	 0.976	 0.024	0	0
test example 2265:	 0.999	 0.001	0	0
test example 2266:	 0.823	 0.177	0	0
test example 2267:	 0.993	 0.007	0	0
test example 2268:	 0.994	 0.006	0	0
test example 2269:	 0.967	 0.033	0	0
test example 2270:	 0.235	 0.765	1	1
test example 2271:	 0.799	 0.201	0	0
test example 2272:	 0.959	 0.041	0	0
test example 2273:	 0.999	 0.001	0	0
test example 2274:	 0.993	 0.007	0	0
test example 2275:	 0.983	 0.017	0	0
test example 2276:	 0.149	 0.851	1	1
test example 2277:	 0.994	 0.006	0	0
test example 2278:	 0.994	 0.006	0	0
test example 2279:	 0.838	 0.162	0	0
test example 2280:	 0.96 	 0.04 	0	0
test example 2281:	 0.999	 0.001	0	0
test example 2282:	 0.993	 0.007	0	0
test example 2283:	 0.993	 0.007	0	0
test example 2284:	 0.994	 0.006	0	0
test example 2285:	 0.981	 0.019	0	1
test example 2286:	 0.996	 0.004	0	0
test example 2287:	 0.998	 0.002	0	0
test example 2288:	 0.092	 0.908	1	0
test example 2289:	 0.996	 0.004	0	0
test example 2290:	 0.984	 0.016	0	0
test example 2291:	 0.992	 0.008	0	0
test example 2292:	 0.993	 0.007	0	0
test example 2293:	 0.982	 0.018	0	0
test example 2294:	 0.965	 0.035	0	0
test example 2295:	 0.991	 0.009	0	0
test example 2296:	 0.995	 0.005	0	0
test example 2297:	 0.99 	 0.01 	0	0
test example 2298:	 0.995	 0.005	0	0
test example 2299:	 0.991	 0.009	0	0
test example 2300:	 0.994	 0.006	0	0
test example 2301:	 0.449	 0.551	1	0
test example 2302:	 0.991	 0.009	0	0
test example 2303:	 0.033	 0.967	1	1
test example 2304:	 0.832	 0.168	0	0
test example 2305:	 0.69 	 0.31 	0	0
test example 2306:	 0.994	 0.006	0	0
test example 2307:	 0.994	 0.006	0	0
test example 2308:	 0.762	 0.238	0	0
test example 2309:	 0.977	 0.023	0	0
test example 2310:	 0.998	 0.002	0	0
test example 2311:	 0.998	 0.002	0	0
test example 2312:	 0.999	 0.001	0	0
test example 2313:	 0.991	 0.009	0	0
test example 2314:	 0.994	 0.006	0	0
test example 2315:	 0.999	 0.001	0	0
test example 2316:	 0.984	 0.016	0	0
test example 2317:	 0.496	 0.504	1	1
test example 2318:	 0.993	 0.007	0	0
test example 2319:	 0.416	 0.584	1	0
test example 2320:	 0.991	 0.009	0	0
test example 2321:	 0.996	 0.004	0	0
test example 2322:	 0.684	 0.316	0	0
test example 2323:	 0.985	 0.015	0	0
test example 2324:	 0.982	 0.018	0	0
test example 2325:	 0.998	 0.002	0	0
test example 2326:	 0.947	 0.053	0	0
test example 2327:	 0.337	 0.663	1	0
test example 2328:	 0.656	 0.344	0	0
test example 2329:	 0.998	 0.002	0	0
test example 2330:	 0.996	 0.004	0	0
test example 2331:	 0.735	 0.265	0	0
test example 2332:	 0.993	 0.007	0	0
test example 2333:	 0.983	 0.017	0	0
test example 2334:	 0.278	 0.722	1	0
test example 2335:	 0.488	 0.512	1	1
test example 2336:	 0.973	 0.027	0	0
test example 2337:	 0.979	 0.021	0	0
test example 2338:	 0.996	 0.004	0	0
test example 2339:	 0.854	 0.146	0	0
test example 2340:	 0.993	 0.007	0	0
test example 2341:	 0.988	 0.012	0	0
test example 2342:	 0.983	 0.017	0	0
test example 2343:	 0.753	 0.247	0	0
test example 2344:	 0.964	 0.036	0	0
test example 2345:	 0.98 	 0.02 	0	0
test example 2346:	 0.989	 0.011	0	0
test example 2347:	 0.993	 0.007	0	0
test example 2348:	 0.96 	 0.04 	0	0
test example 2349:	 0.997	 0.003	0	0
test example 2350:	 0.903	 0.097	0	0
test example 2351:	 0.99 	 0.01 	0	0
test example 2352:	 0.87 	 0.13 	0	1
test example 2353:	 0.956	 0.044	0	1
test example 2354:	 0.984	 0.016	0	0
test example 2355:	 0.922	 0.078	0	0
test example 2356:	 0.987	 0.013	0	0
test example 2357:	 0.927	 0.073	0	0
test example 2358:	 0.813	 0.187	0	0
test example 2359:	 0.991	 0.009	0	0
test example 2360:	 0.997	 0.003	0	0
test example 2361:	 0.99 	 0.01 	0	0
test example 2362:	 0.377	 0.623	1	1
test example 2363:	 0.846	 0.154	0	0
test example 2364:	 0.993	 0.007	0	0
test example 2365:	 0.934	 0.066	0	0
test example 2366:	 0.508	 0.492	0	0
test example 2367:	 0.999	 0.001	0	0
test example 2368:	 0.998	 0.002	0	0
test example 2369:	 0.985	 0.015	0	0
test example 2370:	 0.767	 0.233	0	0
test example 2371:	 0.997	 0.003	0	0
test example 2372:	 0.993	 0.007	0	0
test example 2373:	 0.983	 0.017	0	0
test example 2374:	 0.997	 0.003	0	0
test example 2375:	 0.995	 0.005	0	0
test example 2376:	 0.887	 0.113	0	0
test example 2377:	 0.013	 0.987	1	1
test example 2378:	 0.988	 0.012	0	0
test example 2379:	 0.513	 0.487	0	0
test example 2380:	 0.836	 0.164	0	0
test example 2381:	 0.994	 0.006	0	0
test example 2382:	 0.459	 0.541	1	0
test example 2383:	 0.99 	 0.01 	0	0
test example 2384:	 0.957	 0.043	0	0
test example 2385:	 0.994	 0.006	0	0
test example 2386:	 0.993	 0.007	0	0
test example 2387:	 0.995	 0.005	0	0
test example 2388:	 0.997	 0.003	0	0
test example 2389:	 0.994	 0.006	0	0
test example 2390:	 0.997	 0.003	0	0
test example 2391:	 0.988	 0.012	0	0
test example 2392:	 0.994	 0.006	0	0
test example 2393:	 0.977	 0.023	0	0
test example 2394:	 0.859	 0.141	0	0
test example 2395:	 0.978	 0.022	0	0
test example 2396:	 0.993	 0.007	0	0
test example 2397:	 0.694	 0.306	0	0
test example 2398:	 0.959	 0.041	0	0
test example 2399:	 0.994	 0.006	0	0
test example 2400:	 0.923	 0.077	0	0
test example 2401:	 0.304	 0.696	1	0
test example 2402:	 0.966	 0.034	0	0
test example 2403:	 0.779	 0.221	0	0
test example 2404:	 0.997	 0.003	0	0
test example 2405:	 0.675	 0.325	0	0
test example 2406:	 0.969	 0.031	0	0
test example 2407:	 0.998	 0.002	0	0
test example 2408:	 0.991	 0.009	0	0
test example 2409:	 0.993	 0.007	0	0
test example 2410:	 0.999	 0.001	0	0
test example 2411:	 0.996	 0.004	0	0
test example 2412:	 0.018	 0.982	1	1
test example 2413:	 0.528	 0.472	0	0
test example 2414:	 0.964	 0.036	0	0
test example 2415:	 0.901	 0.099	0	0
test example 2416:	 0.958	 0.042	0	0
test example 2417:	 0.989	 0.011	0	0
test example 2418:	 0.379	 0.621	1	0
test example 2419:	 0.211	 0.789	1	1
test example 2420:	 0.887	 0.113	0	0
test example 2421:	 0.321	 0.679	1	1
test example 2422:	 0.994	 0.006	0	0
test example 2423:	 0.994	 0.006	0	0
test example 2424:	 0.99 	 0.01 	0	0
test example 2425:	 0.99 	 0.01 	0	0
test example 2426:	 0.996	 0.004	0	0
test example 2427:	 0.999	 0.001	0	0
test example 2428:	 0.864	 0.136	0	0
test example 2429:	 0.988	 0.012	0	0
test example 2430:	 0.982	 0.018	0	0
test example 2431:	 0.995	 0.005	0	0
test example 2432:	 0.925	 0.075	0	0
test example 2433:	 0.997	 0.003	0	0
test example 2434:	 0.989	 0.011	0	0
test example 2435:	 0.996	 0.004	0	0
test example 2436:	 0.991	 0.009	0	0
test example 2437:	 0.943	 0.057	0	0
test example 2438:	 0.936	 0.064	0	0
test example 2439:	 0.995	 0.005	0	0
test example 2440:	 0.998	 0.002	0	0
test example 2441:	 0.931	 0.069	0	0
test example 2442:	 0.213	 0.787	1	1
test example 2443:	 0.996	 0.004	0	0
test example 2444:	 0.337	 0.663	1	0
test example 2445:	 0.519	 0.481	0	1
test example 2446:	 0.994	 0.006	0	0
test example 2447:	 1    	 0    	0	0
test example 2448:	 0.986	 0.014	0	0
test example 2449:	 0.991	 0.009	0	0
test example 2450:	 0.843	 0.157	0	0
test example 2451:	 0.977	 0.023	0	0
test example 2452:	 0.992	 0.008	0	0
test example 2453:	 0.965	 0.035	0	0
test example 2454:	 0.878	 0.122	0	1
test example 2455:	 0.993	 0.007	0	0
test example 2456:	 0.994	 0.006	0	0
test example 2457:	 0.204	 0.796	1	0
test example 2458:	 0.993	 0.007	0	0
test example 2459:	 0.002	 0.998	1	1
test example 2460:	 0.998	 0.002	0	0
test example 2461:	 0.958	 0.042	0	0
test example 2462:	 0.989	 0.011	0	0
test example 2463:	 0.954	 0.046	0	0
test example 2464:	 0.966	 0.034	0	0
test example 2465:	 0.868	 0.132	0	1
test example 2466:	 0.998	 0.002	0	0
test example 2467:	 0.995	 0.005	0	0
test example 2468:	 0.991	 0.009	0	0
test example 2469:	 0.998	 0.002	0	0
test example 2470:	 0.998	 0.002	0	0
test example 2471:	 0.989	 0.011	0	0
test example 2472:	 0.999	 0.001	0	0
test example 2473:	 0.671	 0.329	0	1
test example 2474:	 0.198	 0.802	1	0
test example 2475:	 0.036	 0.964	1	1
test example 2476:	 0.988	 0.012	0	0
test example 2477:	 0.335	 0.665	1	1
test example 2478:	 0.993	 0.007	0	0
test example 2479:	 0.976	 0.024	0	0
test example 2480:	 0.027	 0.973	1	1
test example 2481:	 0.817	 0.183	0	0
test example 2482:	 0.992	 0.008	0	0
test example 2483:	 0.994	 0.006	0	0
test example 2484:	 0.993	 0.007	0	0
test example 2485:	 0.741	 0.259	0	1
test example 2486:	 0.607	 0.393	0	0
test example 2487:	 0.903	 0.097	0	0
test example 2488:	 0.998	 0.002	0	0
test example 2489:	 0.603	 0.397	0	0
test example 2490:	 0.992	 0.008	0	0
test example 2491:	 0.993	 0.007	0	0
test example 2492:	 0.996	 0.004	0	0
test example 2493:	 0.995	 0.005	0	0
test example 2494:	 0.995	 0.005	0	0
test example 2495:	 0.957	 0.043	0	0
test example 2496:	 0.48 	 0.52 	1	0
test example 2497:	 0.988	 0.012	0	0
test example 2498:	 0.936	 0.064	0	0
test example 2499:	 0.995	 0.005	0	0
test example 2500:	 0.829	 0.171	0	1
test example 2501:	 0.984	 0.016	0	0
test example 2502:	 0.511	 0.489	0	0
test example 2503:	 0.883	 0.117	0	0
test example 2504:	 0.604	 0.396	0	0
test example 2505:	 0.979	 0.021	0	0
test example 2506:	 0.965	 0.035	0	0
test example 2507:	 0.998	 0.002	0	0
test example 2508:	 0.999	 0.001	0	0
test example 2509:	 0.99 	 0.01 	0	0
test example 2510:	 0.978	 0.022	0	0
test example 2511:	 0.991	 0.009	0	0
test example 2512:	 0.999	 0.001	0	0
test example 2513:	 0.993	 0.007	0	0
test example 2514:	 0.995	 0.005	0	0
test example 2515:	 0.874	 0.126	0	0
test example 2516:	 0.979	 0.021	0	0
test example 2517:	 0.997	 0.003	0	0
test example 2518:	 0.406	 0.594	1	1
test example 2519:	 0.936	 0.064	0	1
test example 2520:	 0.996	 0.004	0	0
test example 2521:	 0.995	 0.005	0	0
test example 2522:	 0.993	 0.007	0	0
test example 2523:	 0.98 	 0.02 	0	0
test example 2524:	 0.843	 0.157	0	0
test example 2525:	 0.996	 0.004	0	0
test example 2526:	 0.976	 0.024	0	0
test example 2527:	 0.969	 0.031	0	0
test example 2528:	 0.987	 0.013	0	0
test example 2529:	 0.975	 0.025	0	0
test example 2530:	 0.945	 0.055	0	0
test example 2531:	 0.991	 0.009	0	0
test example 2532:	 0.991	 0.009	0	0
test example 2533:	 0.983	 0.017	0	0
test example 2534:	 0.997	 0.003	0	0
test example 2535:	 0.983	 0.017	0	0
test example 2536:	 0.784	 0.216	0	0
test example 2537:	 0.88 	 0.12 	0	0
test example 2538:	 0.906	 0.094	0	0
test example 2539:	 0.969	 0.031	0	0
test example 2540:	 0.966	 0.034	0	0
test example 2541:	 0.994	 0.006	0	0
test example 2542:	 0.993	 0.007	0	0
test example 2543:	 0.992	 0.008	0	0
test example 2544:	 0.994	 0.006	0	0
test example 2545:	 0.993	 0.007	0	1
test example 2546:	 0.862	 0.138	0	0
test example 2547:	 0.752	 0.248	0	0
test example 2548:	 0.989	 0.011	0	0
test example 2549:	 0.995	 0.005	0	0
test example 2550:	 0.923	 0.077	0	0
test example 2551:	 0.455	 0.545	1	0
test example 2552:	 0.906	 0.094	0	0
test example 2553:	 0.327	 0.673	1	0
test example 2554:	 0.865	 0.135	0	0
test example 2555:	 0.404	 0.596	1	1
test example 2556:	 0.908	 0.092	0	0
test example 2557:	 0.997	 0.003	0	0
test example 2558:	 0.98 	 0.02 	0	0
test example 2559:	 0.32 	 0.68 	1	1
test example 2560:	 0.021	 0.979	1	0
test example 2561:	 0.812	 0.188	0	0
test example 2562:	 0.955	 0.045	0	0
test example 2563:	 0.444	 0.556	1	0
test example 2564:	 0.996	 0.004	0	0
test example 2565:	 0.993	 0.007	0	0
test example 2566:	 0.967	 0.033	0	0
test example 2567:	 0.993	 0.007	0	0
test example 2568:	 0.991	 0.009	0	0
test example 2569:	 0.407	 0.593	1	0
test example 2570:	 0.991	 0.009	0	0
test example 2571:	 0.995	 0.005	0	0
test example 2572:	 0.818	 0.182	0	1
test example 2573:	 0.799	 0.201	0	1
test example 2574:	 0.997	 0.003	0	0
test example 2575:	 0.586	 0.414	0	0
test example 2576:	 0.966	 0.034	0	0
test example 2577:	 0.993	 0.007	0	0
test example 2578:	 0.998	 0.002	0	0
test example 2579:	 0.956	 0.044	0	0
test example 2580:	 0.55 	 0.45 	0	1
test example 2581:	 0.454	 0.546	1	0
test example 2582:	 0.997	 0.003	0	0
test example 2583:	 0.992	 0.008	0	0
test example 2584:	 0.992	 0.008	0	0
test example 2585:	 0.758	 0.242	0	1
test example 2586:	 0.874	 0.126	0	0
test example 2587:	 0.983	 0.017	0	0
test example 2588:	 0.98 	 0.02 	0	0
test example 2589:	 0.991	 0.009	0	0
test example 2590:	 0.999	 0.001	0	0
test example 2591:	 0.989	 0.011	0	0
test example 2592:	 0.824	 0.176	0	1
test example 2593:	 0.993	 0.007	0	0
test example 2594:	 0.593	 0.407	0	0
test example 2595:	 0.928	 0.072	0	0
test example 2596:	 0.993	 0.007	0	0
test example 2597:	 0.827	 0.173	0	0
test example 2598:	 0.991	 0.009	0	0
test example 2599:	 0.979	 0.021	0	0
test example 2600:	 0.974	 0.026	0	0
test example 2601:	 0.945	 0.055	0	0
test example 2602:	 0.998	 0.002	0	0
test example 2603:	 0.995	 0.005	0	0
test example 2604:	 0.989	 0.011	0	0
test example 2605:	 0.995	 0.005	0	0
test example 2606:	 0.997	 0.003	0	0
test example 2607:	 0.983	 0.017	0	0
test example 2608:	 0.971	 0.029	0	0
test example 2609:	 0.759	 0.241	0	0
test example 2610:	 0.853	 0.147	0	1
test example 2611:	 0.905	 0.095	0	0
test example 2612:	 0.995	 0.005	0	0
test example 2613:	 0.948	 0.052	0	0
test example 2614:	 0.333	 0.667	1	0
test example 2615:	 0.99 	 0.01 	0	0
test example 2616:	 0.966	 0.034	0	0
test example 2617:	 0.982	 0.018	0	0
test example 2618:	 0.967	 0.033	0	0
test example 2619:	 0.969	 0.031	0	0
test example 2620:	 0.876	 0.124	0	0
test example 2621:	 0.231	 0.769	1	0
test example 2622:	 0.975	 0.025	0	0
test example 2623:	 0.993	 0.007	0	0
test example 2624:	 0.997	 0.003	0	0
test example 2625:	 0.96 	 0.04 	0	0
test example 2626:	 0.995	 0.005	0	0
test example 2627:	 0.993	 0.007	0	0
test example 2628:	 0.995	 0.005	0	0
test example 2629:	 0.998	 0.002	0	0
test example 2630:	 0.992	 0.008	0	0
test example 2631:	 0.991	 0.009	0	0
test example 2632:	 0.991	 0.009	0	0
test example 2633:	 0.992	 0.008	0	0
